section,page,entity,relation
5.2,0,"('NUMERICAL COMPUTATION', 'complementary slackness', 'KKT approach', 'Linear Least Squares', 'gradient-based optimization', 'arbitrary value', 'step size', 'tolerance', 'gradient descent', 'Newton’s method', 'global minimum', 'Lagrangian')","('NUMERICAL COMPUTATION', 'complementary slackness', 'KKT approach')
('NUMERICAL COMPUTATION', 'Linear Least Squares', 'gradient-based optimization')
('gradient-based optimization', 'arbitrary value', 'step size')
('gradient-based optimization', 'tolerance', 'gradient descent')
('gradient-based optimization', 'Newton’s method', 'global minimum')
('gradient-based optimization', 'Lagrangian')"
5.2,1,"('Moore-Penrose pseudoinverse', 'constrained problem', 'active constraint', 'Lagrangian', 'gradient ascent', 'linear equation', 'mathematical preliminaries', 'machine learning algorithms')","('Moore-Penrose pseudoinverse', 'constrained problem', 'active constraint')
('constrained problem', 'Lagrangian', 'gradient ascent')
('Lagrangian', 'linear equation', 'mathematical preliminaries')
('mathematical preliminaries', 'machine learning algorithms')"
5.2,2,"('deep learning', 'machine learning', 'basic principles', 'learning algorithm', 'linear regression algorithm', 'training data', 'generalize to new data', 'hyperparameters', 'applied statistics', 'frequentist estimators', 'Bayesian inference', 'supervised learning', 'unsupervised learning', 'stochastic gradient descent', 'optimization algorithm')","('deep learning', 'machine learning', 'basic principles')
('machine learning', 'learning algorithm', 'linear regression algorithm')
('learning algorithm', 'training data', 'generalize to new data')
('learning algorithm', 'hyperparameters')
('applied statistics', 'frequentist estimators')
('applied statistics', 'Bayesian inference')
('machine learning', 'supervised learning')
('machine learning', 'unsupervised learning')
('learning algorithm', 'stochastic gradient descent')
('learning algorithm', 'optimization algorithm')"
5.2,3,"('learning algorithm', 'experience', 'class of tasks', 'performance measure', 'machine learning tasks', 'quantitatively measured features', 'vector')","('learning algorithm', 'experience', 'class of tasks')
('learning algorithm', 'performance measure', 'machine learning tasks')
('machine learning tasks', 'quantitatively measured features', 'vector')"
5.2,4,"('classification', 'object recognition', 'probabilistic model', 'missing inputs', 'medical diagnosis')","('classification', 'object recognition', 'probabilistic model')
('classification', 'missing inputs', 'probabilistic model')
('classification', 'medical diagnosis')"
5.2,5,"('MACHINE LEARNING BASICS', 'Regression', 'classification', 'transcription', 'optical character recognition', 'ASCII', 'Unicode', 'Google Street View', 'deep learning', 'speech recognition', 'audio waveform', 'machine translation', 'natural languages', 'English', 'French', 'Structured output', 'parsing', 'Collobert', 'pixel-wise segmentation')","('MACHINE LEARNING BASICS', 'instance of', 'Regression')
('MACHINE LEARNING BASICS', 'instance of', 'classification')
('MACHINE LEARNING BASICS', 'instance of', 'transcription')
('MACHINE LEARNING BASICS', 'instance of', 'optical character recognition')
('MACHINE LEARNING BASICS', 'instance of', 'ASCII')
('MACHINE LEARNING BASICS', 'instance of', 'Unicode')
('MACHINE LEARNING BASICS', 'instance of', 'Google Street View')
('MACHINE LEARNING BASICS', 'instance of', 'deep learning')
('MACHINE LEARNING BASICS', 'instance of', 'speech recognition')
('MACHINE LEARNING BASICS', 'instance of', 'audio waveform')
('MACHINE LEARNING BASICS', 'instance of', 'machine translation')
('MACHINE LEARNING BASICS', 'instance of', 'natural languages')
('MACHINE LEARNING BASICS', 'instance of', 'English')
('MACHINE LEARNING BASICS', 'instance of', 'French')
('MACHINE LEARNING BASICS', 'instance of', 'Structured output')
('MACHINE LEARNING BASICS', 'instance of', 'parsing')
('MACHINE LEARNING BASICS', 'instance of', 'Collobert')
('MACHINE LEARNING BASICS', 'instance of', 'pixel-wise segmentation')"
5.2,6,"('anomaly detection', 'credit card fraud detection', 'Synthesis and sampling', 'media applications', 'video games', 'textures', 'speech synthesis', 'Imputation of missing values')","('anomaly detection', 'instance of', 'credit card fraud detection')
('anomaly detection', 'instance of', 'Synthesis and sampling')
('anomaly detection', 'instance of', 'media applications')
('anomaly detection', 'instance of', 'video games')
('anomaly detection', 'instance of', 'textures')
('anomaly detection', 'instance of', 'speech synthesis')
('anomaly detection', 'instance of', 'Imputation of missing values')"
5.2,7,"('Denoising', 'corruption process', 'Density estimation', 'probability density function', 'probability mass function', 'performance measure', 'accuracy')","('Denoising', 'instance of', 'corruption process')
('Denoising', 'instance of', 'Density estimation')
('Denoising', 'instance of', 'probability density function')
('Denoising', 'instance of', 'probability mass function')
('Denoising', 'instance of', 'performance measure')
('Denoising', 'instance of', 'accuracy')"
5.2,8,"('0-1 loss', 'average log-probability', 'test set', 'performance measure', 'transcription task', 'regression task', 'density estimation', 'unsupervised', 'supervised', 'learning algorithms', 'dataset')","('0-1 loss', 'instance of', 'average log-probability')
('0-1 loss', 'instance of', 'test set')
('0-1 loss', 'instance of', 'performance measure')
('0-1 loss', 'instance of', 'transcription task')
('0-1 loss', 'instance of', 'regression task')
('0-1 loss', 'instance of', 'density estimation')
('0-1 loss', 'instance of', 'unsupervised')
('0-1 loss', 'instance of', 'supervised')
('0-1 loss', 'instance of', 'learning algorithms')
('0-1 loss', 'instance of', 'dataset')"
5.2,9,"('Iris dataset', 'features', 'unsupervised learning', 'density estimation', 'clustering', 'supervised learning', 'target', 'probability distribution', 'instructor', 'observations')","('Iris dataset', 'instance of', 'features')
('Iris dataset', 'instance of', 'unsupervised learning')
('Iris dataset', 'instance of', 'density estimation')
('Iris dataset', 'instance of', 'clustering')
('Iris dataset', 'instance of', 'supervised learning')
('Iris dataset', 'instance of', 'target')
('Iris dataset', 'instance of', 'probability distribution')
('Iris dataset', 'instance of', 'instructor')
('Iris dataset', 'instance of', 'observations')"
5.3,0,"('MACHINE LEARNING BASICS', 'supervised learning', 'unsupervised learning', 'regression', 'classification', 'structured output problems', 'Density estimation', 'support of other tasks', 'semi-supervised learning', 'multi-instance learning', 'deep models', 'reinforcement learning', 'design matrix', 'Iris dataset')","('MACHINE LEARNING BASICS', 'supervised learning', 'unsupervised learning')
('MACHINE LEARNING BASICS', 'regression', 'classification')
('MACHINE LEARNING BASICS', 'semi-supervised learning', 'unsupervised learning')
('MACHINE LEARNING BASICS', 'multi-instance learning', 'unsupervised learning')
('MACHINE LEARNING BASICS', 'deep models', 'unsupervised learning')
('MACHINE LEARNING BASICS', 'reinforcement learning', 'unsupervised learning')
('MACHINE LEARNING BASICS', 'Iris dataset', 'unsupervised learning')"
5.3,1,"('MACHINE LEARNING BASICS', 'linear regression', 'regression')","('MACHINE LEARNING BASICS', 'linear regression', 'regression')"
5.4,0,"('MACHINE LEARNING BASICS', 'test set', 'mean squared error', 'predictions', 'targets', 'Euclidean distance', 'machine learning algorithm', 'weights', 'training set', 'gradient')","('MACHINE LEARNING BASICS', 'based on', 'test set')
('test set', 'facet of', 'mean squared error')
('predictions', 'instance of', 'mean squared error')
('targets', 'instance of', 'mean squared error')
('Euclidean distance', 'based on', 'mean squared error')
('machine learning algorithm', 'instance of', 'mean squared error')
('weights', 'part of', 'machine learning algorithm')
('training set', 'based on', 'machine learning algorithm')
('gradient', 'instance of', 'machine learning algorithm')"
5.4,1,"('MACHINE LEARNING BASICS', 'linear regression problem', 'training set', 'weight vector', 'mean squared error', 'normal equations', 'learning algorithm', 'linear regression')","('MACHINE LEARNING BASICS', 'based on', 'linear regression problem')
('linear regression problem', 'facet of', 'training set')
('weight vector', 'part of', 'linear regression problem')
('mean squared error', 'facet of', 'linear regression problem')
('normal equations', 'instance of', 'learning algorithm')
('learning algorithm', 'instance of', 'linear regression problem')
('linear regression', 'instance of', 'learning algorithm')"
5.4,2,"('MACHINE LEARNING BASICS', 'linear regression', 'learning algorithm', 'capacity', 'overfitting', 'underfitting', 'generalization error', 'test error', 'training error', 'optimization problem', 'test set')","('MACHINE LEARNING BASICS', 'based on', 'linear regression')
('linear regression', 'instance of', 'learning algorithm')
('learning algorithm', 'facet of', 'capacity')
('capacity', 'part of', 'overfitting')
('overfitting', 'part of', 'generalization error')
('underfitting', 'part of', 'generalization error')
('generalization error', 'facet of', 'test error')
('test error', 'facet of', 'optimization problem')
('training error', 'part of', 'optimization problem')
('optimization problem', 'facet of', 'test set')"
5.4,3,"('MACHINE LEARNING BASICS', 'statistical learning theory', 'data generating process', 'i.i.d. assumptions', 'data generating distribution', 'training error', 'test error', 'underfitting', 'overfitting', 'model capacity')","('MACHINE LEARNING BASICS', 'based on', 'statistical learning theory')
('statistical learning theory', 'facet of', 'data generating process')
('data generating process', 'facet of', 'i.i.d. assumptions')
('i.i.d. assumptions', 'facet of', 'data generating distribution')
('data generating distribution', 'facet of', 'training error')
('training error', 'facet of', 'test error')
('test error', 'part of', 'underfitting')
('test error', 'part of', 'overfitting')
('underfitting', 'part of', 'model capacity')
('overfitting', 'part of', 'model capacity')"
5.4,4,"('MACHINE LEARNING BASICS', 'model capacity', 'hypothesis space', 'linear regression', 'polynomials', 'quadratic function', 'degree', 'overfitting', 'underfitting')","('MACHINE LEARNING BASICS', 'based on', 'model capacity')
('model capacity', 'facet of', 'hypothesis space')
('linear regression', 'instance of', 'hypothesis space')
('polynomials', 'instance of', 'hypothesis space')
('quadratic function', 'instance of', 'polynomials')
('degree', 'facet of', 'polynomials')
('overfitting', 'part of', 'degree')
('underfitting', 'part of', 'degree')"
5.4,5,"('MACHINE LEARNING', 'QUADRATIC MODEL', 'MOORE-PENROSE PSEUDOINVERSE')","('MACHINE LEARNING', 'subclass of', 'QUADRATIC MODEL')
('QUADRATIC MODEL', 'use', 'MACHINE LEARNING')
('MOORE-PENROSE PSEUDOINVERSE', 'subject of', 'QUADRATIC MODEL')"
5.4,6,"('MACHINE LEARNING', 'OPTIMIZATION ALGORITHM', 'OCCAM’S RAZOR', 'STATISTICAL LEARNING THEORY', 'VAPNIK-CHERVONENKIS DIMENSION', 'BINARY CLASSIFIER', 'GENERALIZATION ERROR', 'DEEP LEARNING', 'NON-CONVEX OPTIMIZATION')","('MACHINE LEARNING', 'subclass of', 'OPTIMIZATION ALGORITHM')
('OPTIMIZATION ALGORITHM', 'instance of', 'MACHINE LEARNING')
('OPTIMIZATION ALGORITHM', 'based on', 'OCCAM’S RAZOR')
('STATISTICAL LEARNING THEORY', 'part of', 'OCCAM’S RAZOR')
('VAPNIK-CHERVONENKIS DIMENSION', 'based on', 'STATISTICAL LEARNING THEORY')
('VAPNIK-CHERVONENKIS DIMENSION', 'use', 'BINARY CLASSIFIER')
('BINARY CLASSIFIER', 'instance of', 'MACHINE LEARNING')
('BINARY CLASSIFIER', 'based on', 'GENERALIZATION ERROR')
('DEEP LEARNING', 'subclass of', 'MACHINE LEARNING')
('DEEP LEARNING', 'based on', 'NON-CONVEX OPTIMIZATION')"
5.4,7,"('NON-PARAMETRIC MODELS', 'NEAREST NEIGHBOR REGRESSION', 'L2 NORM', 'LEARNED DISTANCE METRICS')","('NON-PARAMETRIC MODELS', 'subclass of', 'NEAREST NEIGHBOR REGRESSION')
('NEAREST NEIGHBOR REGRESSION', 'based on', 'L2 NORM')
('LEARNED DISTANCE METRICS', 'based on', 'NEAREST NEIGHBOR REGRESSION')
('LEARNED DISTANCE METRICS', 'subclass of', 'NON-PARAMETRIC MODELS')"
5.4,8,"('BAYES ERROR', 'NON-PARAMETRIC MODELS', 'GENERALIZATION ERROR')","('BAYES ERROR', 'based on', 'NON-PARAMETRIC MODELS')
('GENERALIZATION ERROR', 'based on', 'NON-PARAMETRIC MODELS')
('GENERALIZATION ERROR', 'instance of', 'BAYES ERROR')"
5.5,0,"('MACHINE LEARNING BASICS', 'training dataset', 'train and test error', 'optimal model capacity', 'synthetic regression problem', 'training set', 'test set', 'training sets', 'error bars', '95 percent confidence intervals', 'MSE', 'quadratic model', 'test error', 'closed form', 'Bayes error', 'memorize specific instances', 'fixed-capacity model', 'optimal polynomial regressor', 'optimal capacity', 'sufficient complexity')","('MACHINE LEARNING BASICS', 'training dataset', 'train and test error')
('training dataset', 'instance of', 'train and test error')
('training dataset', 'part of', 'optimal model capacity')
('synthetic regression problem', 'instance of', 'test set')
('training set', 'instance of', 'training sets')
('test set', 'subclass of', 'training sets')
('test set', 'subclass of', 'training set')
('test set', 'instance of', 'error bars')
('error bars', 'part of', '95 percent confidence intervals')
('MSE', 'instance of', 'quadratic model')
('test error', 'instance of', 'MSE')
('closed form', 'subclass of', 'quadratic model')
('Bayes error', 'instance of', 'test error')
('memorize specific instances', 'part of', 'fixed-capacity model')
('fixed-capacity model', 'part of', 'optimal polynomial regressor')
('optimal polynomial regressor', 'part of', 'optimal capacity')
('optimal capacity', 'part of', 'sufficient complexity')"
5.5,1,"('machine learning algorithms', 'learning algorithm', 'data generating distributions', 'real-world applications', 'probability distributions', 'universal learning algorithm', 'best learning algorithm', 'machine learning research', 'AI agent', 'regularization', 'no free lunch theorem', 'hypothesis space', 'representational capacity', 'linear regression', 'nonlinear fashion', 'sin(x)')","('machine learning algorithms', 'instance of', 'learning algorithm')
('learning algorithm', 'part of', 'data generating distributions')
('real-world applications', 'instance of', 'data generating distributions')
('probability distributions', 'instance of', 'data generating distributions')
('universal learning algorithm', 'subclass of', 'best learning algorithm')
('machine learning research', 'subject of', 'AI agent')
('regularization', 'subclass of', 'best learning algorithm')
('no free lunch theorem', 'subclass of', 'best learning algorithm')
('hypothesis space', 'part of', 'representational capacity')
('linear regression', 'subclass of', 'best learning algorithm')
('nonlinear fashion', 'instance of', 'linear regression')
('sin(x)', 'subclass of', 'best learning algorithm')"
5.5,0,"('MACHINE LEARNING', 'BASICS', 'MATHEMATICS', 'COMPUTER SCIENCE')","('MACHINE LEARNING', 'part of', 'BASICS')
('MACHINE LEARNING', 'based on', 'MATHEMATICS')
('MACHINE LEARNING', 'based on', 'COMPUTER SCIENCE')"
5.5,1,"('MACHINE LEARNING', 'REGULARIZATION')","('MACHINE LEARNING', 'use', 'REGULARIZATION')"
5.5,2,"('MACHINE LEARNING', 'WEIGHT DECAY')","('MACHINE LEARNING', 'use', 'WEIGHT DECAY')"
5.5,3,"('HYPERPARAMETERS', 'VALIDATION SETS')","('HYPERPARAMETERS', 'use', 'VALIDATION SETS')"
5.6,0,"('Machine Learning', 'hyperparameter', 'model capacity', 'overfitting', 'figure 5.3', 'polynomial', 'weight decay', 'validation set', 'generalization error', 'learner', 'test set', 'parameters', 'training set', 'optimization', 'scientific community', 'state-of-the-art', 'benchmarks', 'field performance', 'trained system', 'benchmark datasets')","('Machine Learning', 'field performance', 'state-of-the-art')
('model capacity', 'hyperparameter', 'Machine Learning')
('overfitting', 'part of', 'Machine Learning')
('figure 5.3', 'based on', 'Machine Learning')
('weight decay', 'part of', 'Machine Learning')
('validation set', 'part of', 'Machine Learning')
('generalization error', 'part of', 'Machine Learning')
('learner', 'part of', 'Machine Learning')
('test set', 'part of', 'Machine Learning')
('parameters', 'part of', 'Machine Learning')
('training set', 'part of', 'Machine Learning')
('optimization', 'part of', 'Machine Learning')
('scientific community', 'use', 'Machine Learning')
('state-of-the-art', 'instance of', 'Machine Learning')
('benchmarks', 'part of', 'Machine Learning')
('field performance', 'facet of', 'Machine Learning')
('trained system', 'facet of', 'Machine Learning')
('benchmark datasets', 'part of', 'Machine Learning')"
5.6,1,"('Cross-Validation', 'test set', 'test error', 'algorithm A', 'algorithm B', 'estimation', 'mean test error', 'computational cost', 'k-fold cross-validation', 'partition', 'non-overlapping subsets', 'estimators', 'variance', 'statistics', 'parameter estimation', 'bias', 'generalization', 'underfitting', 'overfitting', 'Point Estimation', 'parametric model', 'linear regression')","('Cross-Validation', 'part of', 'Machine Learning')
('test set', 'part of', 'Cross-Validation')
('test error', 'part of', 'Cross-Validation')
('algorithm A', 'part of', 'Cross-Validation')
('algorithm B', 'part of', 'Cross-Validation')
('estimation', 'part of', 'Cross-Validation')
('mean test error', 'part of', 'Cross-Validation')
('computational cost', 'part of', 'Cross-Validation')
('k-fold cross-validation', 'part of', 'Cross-Validation')
('partition', 'part of', 'Cross-Validation')
('non-overlapping subsets', 'part of', 'Cross-Validation')
('estimators', 'part of', 'Cross-Validation')
('variance', 'part of', 'Cross-Validation')
('statistics', 'part of', 'Cross-Validation')
('parameter estimation', 'part of', 'Cross-Validation')
('bias', 'part of', 'Cross-Validation')
('generalization', 'part of', 'Cross-Validation')
('underfitting', 'part of', 'Cross-Validation')
('overfitting', 'part of', 'Cross-Validation')
('Point Estimation', 'part of', 'Cross-Validation')
('parametric model', 'based on', 'Cross-Validation')
('linear regression', 'part of', 'Cross-Validation')"
5.6,2,"('Algorithm 5.1', 'k-fold cross-validation', 'generalization error', 'learning algorithm', 'dataset D', 'abstract examples', '(input,target) pair', 'supervised learning', 'unsupervised learning', 'vector of errors', 'confidence interval', 'confidence intervals', 'declare', 'KFoldXV', 'mutually exclusive subsets', 'scalar')","('Algorithm 5.1', 'instance of', 'Machine Learning')
('k-fold cross-validation', 'part of', 'Machine Learning')
('generalization error', 'part of', 'Machine Learning')
('learning algorithm', 'part of', 'Machine Learning')
('dataset D', 'part of', 'Machine Learning')
('abstract examples', 'part of', 'Machine Learning')
('(input,target) pair', 'part of', 'Machine Learning')
('supervised learning', 'facet of', 'Machine Learning')
('unsupervised learning', 'facet of', 'Machine Learning')
('vector of errors', 'part of', 'Machine Learning')
('confidence interval', 'part of', 'Machine Learning')
('confidence intervals', 'part of', 'Machine Learning')
('declare', 'use', 'Machine Learning')
('KFoldXV', 'part of', 'Machine Learning')
('mutually exclusive subsets', 'part of', 'Machine Learning')
('scalar', 'part of', 'Machine Learning')"
5.6,3,"('(i.i.d.)', 'point estimator', 'statistic', 'function of the data', 'true θ', 'range', 'good estimator', 'frequentist perspective', 'random variable', 'function estimation', 'function approximations', 'input vector', 'function f(x)', 'variable y', 'estimate f', 'linear regression', 'polynomial regression', 'parameter', 'bias')","('(i.i.d.)', 'part of', 'Machine Learning')
('point estimator', 'part of', 'Machine Learning')
('statistic', 'part of', 'Machine Learning')
('function of the data', 'part of', 'Machine Learning')
('true θ', 'part of', 'Machine Learning')
('range', 'part of', 'Machine Learning')
('good estimator', 'part of', 'Machine Learning')
('frequentist perspective', 'part of', 'Machine Learning')
('random variable', 'part of', 'Machine Learning')
('function estimation', 'part of', 'Machine Learning')
('function approximations', 'part of', 'Machine Learning')
('input vector', 'part of', 'Machine Learning')
('function f(x)', 'part of', 'Machine Learning')
('variable y', 'part of', 'Machine Learning')
('estimate f', 'part of', 'Machine Learning')
('linear regression', 'part of', 'Machine Learning')
('polynomial regression', 'part of', 'Machine Learning')
('parameter', 'part of', 'Machine Learning')
('bias', 'part of', 'Machine Learning')"
5.6,4,"('expectation', 'data generating distribution', 'unbiased estimator', 'asymptotically unbiased estimator', 'Bernoulli Distribution', 'mean', 'Gaussian Distribution', 'estimator of the mean', 'samples', 'independently and identically distributed')","('expectation', 'part of', 'Machine Learning')
('data generating distribution', 'part of', 'Machine Learning')
('unbiased estimator', 'part of', 'Machine Learning')
('asymptotically unbiased estimator', 'part of', 'Machine Learning')
('Bernoulli Distribution', 'part of', 'Machine Learning')
('mean', 'part of', 'Machine Learning')
('Gaussian Distribution', 'part of', 'Machine Learning')
('estimator of the mean', 'part of', 'Machine Learning')
('samples', 'part of', 'Machine Learning')
('independently and identically distributed', 'part of', 'Machine Learning')"
5.7,0,"('Gaussian', 'probability density function', 'estimator', 'sample mean', 'bias', 'expectation', 'variance parameter', 'biased', 'sample variance')","('Gaussian', 'probability density function', 'estimator')
('sample mean', 'bias', 'expectation')
('variance parameter', 'biased', 'sample variance')"
5.7,1,"('estimator', 'bias', 'sample variance', 'unbiased sample variance estimator', 'variance', 'standard error')","('estimator', 'bias', 'sample variance')
('unbiased sample variance estimator', 'variance', 'standard error')"
5.7,2,"('variance', 'standard error', 'estimator', 'bias', 'mean', 'generalization error', 'confidence interval')","('variance', 'standard error', 'estimator')
('bias', 'mean')
('generalization error', 'confidence interval')"
5.7,3,"('Bernoulli distribution', 'variance', 'estimator', 'bias', 'mean squared error', 'cross-validation', 'mean squared error')","('Bernoulli distribution', 'variance', 'estimator')
('bias', 'mean squared error', 'cross-validation')"
5.7,4,"('mean squared error', 'estimators', 'bias', 'variance', 'capacity', 'underfitting', 'overfitting', 'consistency')","('mean squared error', 'estimators', 'bias')
('variance', 'capacity', 'underfitting')
('overfitting', 'consistency')"
5.7,5,"('MACHINE LEARNING BASICS', 'θ', 'plim', 'θ', 'm', 'convergence', 'probability', 'P', 'θˆ', 'θ', 'consistency', 'estimating', 'mean parameter', 'normal distribution', 'dataset', 'µ', 'σ2', 'estimator', 'x(1)', 'unbiased', 'maximum likelihood estimation', 'examples', 'X', 'x(1)', 'x(m)', 'independently', 'true but unknown data generating distribution p (x)', 'p (x;θ)', 'parametric family', 'probability distributions', 'space', 'index', 'θ', 'real number')","('MACHINE LEARNING BASICS', 'instance of', 'θ')
('θ', 'based on', 'plim')
('θ', 'facet of', 'm')
('convergence', 'part of', 'probability')
('P', 'part of', 'θˆ')
('θ', 'subclass of', 'consistency')
('estimating', 'use', 'mean parameter')
('normal distribution', 'based on', 'dataset')
('µ', 'facet of', 'σ2')
('estimator', 'part of', 'x(1)')
('unbiased', 'subclass of', 'maximum likelihood estimation')
('examples', 'facet of', 'X')
('X', 'based on', 'x(1)')
('x(m)', 'part of', 'independently')
('true but unknown data generating distribution p (x)', 'instance of', 'p (x;θ)')
('parametric family', 'subclass of', 'probability distributions')
('probability distributions', 'based on', 'space')
('space', 'part of', 'index')
('θ', 'subclass of', 'real number')"
5.8,0,"('MACHINE LEARNING', 'NUMERICAL UNDERFLOW', 'OPTIMIZATION PROBLEM', 'LIKELIHOOD', 'ARGMAX', 'CRITERION', 'EMPIRICAL DISTRIBUTION', 'TRAINING DATA', 'MAXIMUM LIKELIHOOD ESTIMATION', 'DISSIMILARITY', 'KL DIVERGENCE', 'DATA GENERATING PROCESS', 'CROSS-ENTROPY', 'NEGATIVE LOG-LIKELIHOOD', 'BERNOULLI DISTRIBUTION', 'SOFTMAX DISTRIBUTION', 'MEAN SQUARED ERROR')","('MACHINE LEARNING', 'instance of', 'NUMERICAL UNDERFLOW')
('MACHINE LEARNING', 'based on', 'OPTIMIZATION PROBLEM')
('OPTIMIZATION PROBLEM', 'instance of', 'LIKELIHOOD')
('LIKELIHOOD', 'instance of', 'ARGMAX')
('LIKELIHOOD', 'based on', 'CRITERION')
('CRITERION', 'based on', 'EMPIRICAL DISTRIBUTION')
('EMPIRICAL DISTRIBUTION', 'based on', 'TRAINING DATA')
('CRITERION', 'instance of', 'MAXIMUM LIKELIHOOD ESTIMATION')
('DISSIMILARITY', 'instance of', 'KL DIVERGENCE')
('KL DIVERGENCE', 'based on', 'DATA GENERATING PROCESS')
('KL DIVERGENCE', 'based on', 'CROSS-ENTROPY')
('CROSS-ENTROPY', 'based on', 'NEGATIVE LOG-LIKELIHOOD')
('NEGATIVE LOG-LIKELIHOOD', 'instance of', 'BERNOULLI DISTRIBUTION')
('BERNOULLI DISTRIBUTION', 'subclass of', 'SOFTMAX DISTRIBUTION')
('SOFTMAX DISTRIBUTION', 'subclass of', 'MEAN SQUARED ERROR')"
5.8,1,"('MACHINE LEARNING', 'COST FUNCTION', 'NEGATIVE LOG-LIKELIHOOD', 'CROSS ENTROPY', 'KL DIVERGENCE', 'MAXIMUM LIKELIHOOD', 'CONDITIONAL PROBABILITY', 'SUPERVISED LEARNING', 'LINEAR REGRESSION')","('MACHINE LEARNING', 'based on', 'COST FUNCTION')
('COST FUNCTION', 'based on', 'NEGATIVE LOG-LIKELIHOOD')
('NEGATIVE LOG-LIKELIHOOD', 'based on', 'CROSS ENTROPY')
('CROSS ENTROPY', 'based on', 'KL DIVERGENCE')
('KL DIVERGENCE', 'based on', 'MAXIMUM LIKELIHOOD')
('MAXIMUM LIKELIHOOD', 'based on', 'CONDITIONAL PROBABILITY')
('CONDITIONAL PROBABILITY', 'based on', 'SUPERVISED LEARNING')
('SUPERVISED LEARNING', 'based on', 'LINEAR REGRESSION')"
5.8,2,"('MACHINE LEARNING', 'I.I.D.', 'CONDITIONAL LOG-LIKELIHOOD', 'LINEAR REGRESSION', 'MEAN SQUARED ERROR', 'MAXIMUM LIKELIHOOD', 'PARAMETERS', 'ESTIMATOR', 'CONSISTENCY')","('MACHINE LEARNING', 'based on', 'I.I.D.')
('I.I.D.', 'based on', 'CONDITIONAL LOG-LIKELIHOOD')
('CONDITIONAL LOG-LIKELIHOOD', 'based on', 'LINEAR REGRESSION')
('LINEAR REGRESSION', 'based on', 'MEAN SQUARED ERROR')
('MEAN SQUARED ERROR', 'based on', 'MAXIMUM LIKELIHOOD')
('MAXIMUM LIKELIHOOD', 'based on', 'PARAMETERS')
('PARAMETERS', 'based on', 'ESTIMATOR')
('ESTIMATOR', 'based on', 'CONSISTENCY')"
5.8,3,"('CONSISTENT ESTIMATORS', 'STATISTICAL EFFICIENCY', 'PARAMETRIC CASE', 'MEAN SQUARED ERROR', 'CRAMÉR-RAO LOWER BOUND', 'MAXIMUM LIKELIHOOD', 'BAYESIAN STATISTICS', 'PRIOR PROBABILITY DISTRIBUTION')","('CONSISTENT ESTIMATORS', 'based on', 'STATISTICAL EFFICIENCY')
('STATISTICAL EFFICIENCY', 'based on', 'PARAMETRIC CASE')
('PARAMETRIC CASE', 'based on', 'MEAN SQUARED ERROR')
('MEAN SQUARED ERROR', 'based on', 'CRAMÉR-RAO LOWER BOUND')
('CRAMÉR-RAO LOWER BOUND', 'based on', 'MAXIMUM LIKELIHOOD')
('MAXIMUM LIKELIHOOD', 'based on', 'BAYESIAN STATISTICS')
('BAYESIAN STATISTICS', 'based on', 'PRIOR PROBABILITY DISTRIBUTION')"
5.8,4,"('PRIOR PROBABILITY DISTRIBUTION', 'BAYES\' RULE', 'POSTERIOR DISTRIBUTION', 'BAYESIAN ESTIMATION', 'MAXIMUM LIKELIHOOD ESTIMATION')","('PRIOR PROBABILITY DISTRIBUTION', 'based on', 'BAYES\' RULE')
('BAYES\' RULE', 'based on', 'POSTERIOR DISTRIBUTION')
('POSTERIOR DISTRIBUTION', 'based on', 'BAYESIAN ESTIMATION')
('BAYESIAN ESTIMATION', 'based on', 'MAXIMUM LIKELIHOOD ESTIMATION')"
5.9,0,"('MACHINE LEARNING BASICS', 'Bayesian Linear Regression')","('MACHINE LEARNING BASICS', 'instance of', 'Bayesian Linear Regression')"
5.9,1,"('Bayesian Linear Regression', 'MAP Estimation')","('Bayesian Linear Regression', 'based on', 'MAP Estimation')"
5.10,0,"('MACHINE LEARNING', 'Bayesian', 'MAP', 'posterior probability', 'likelihood', 'Gaussian', 'weight decay', 'regularization', 'objective function', 'penalty term', 'prior probability distribution', 'Gaussians')","('MACHINE LEARNING', 'based on', 'Bayesian')
('Bayesian', 'based on', 'MAP')
('MAP', 'instance of', 'posterior probability')
('posterior probability', 'based on', 'likelihood')
('likelihood', 'based on', 'Gaussian')
('Gaussian', 'based on', 'weight decay')
('weight decay', 'based on', 'regularization')
('regularization', 'based on', 'objective function')
('objective function', 'based on', 'penalty term')
('penalty term', 'based on', 'prior probability distribution')
('prior probability distribution', 'based on', 'Gaussians')"
5.10,1,"('supervised learning', 'probability distribution', 'likelihood estimation', 'linear regression', 'classification', 'parametric family', 'binary variable', 'logistic sigmoid function', 'logistic regression', 'normal equations', 'optimal weights', 'log-likelihood', 'negative log-likelihood', 'gradient descent')","('supervised learning', 'based on', 'probability distribution')
('probability distribution', 'based on', 'likelihood estimation')
('likelihood estimation', 'based on', 'linear regression')
('linear regression', 'based on', 'classification')
('classification', 'based on', 'parametric family')
('parametric family', 'based on', 'binary variable')
('binary variable', 'based on', 'logistic sigmoid function')
('logistic sigmoid function', 'based on', 'logistic regression')
('logistic regression', 'based on', 'normal equations')
('normal equations', 'based on', 'optimal weights')
('optimal weights', 'based on', 'log-likelihood')
('log-likelihood', 'based on', 'negative log-likelihood')
('negative log-likelihood', 'based on', 'gradient descent')"
